Name,Category,Type,XAxis,YAxis,
email 1149 yogesh kauntias phone.txt, class_7, JUNK, 9.77853962277, -19.362993419,
email 1868 4 discussions on LinkedIn.txt, class_7, JUNK, 1.77289223316, -40.1901807283,
email 730 Beat the Heat with Jamba Juice  More.txt, class_5, JUNK, 10.1785868062, 32.0346894014,
email 627 Mourners line up for Michael Browns funeral Ukraine and Russia
 clash at border and California cleans up after the quake.txt, class_9, JUNK, -16.7018004829, -9.28481389148,
email 2330 Please update your contact information on the google doc.txt, class_9, JUNK, 9.98599488629, -7.6891436501,
email 2349 Anjishnu Sumo Logic Snapdeal and Facebook are looking for
 candidates like you.txt, class_9, JUNK, -10.6080374856, 1.23089313619,
email 3097 Activity Digest since 1026PM for CS 61BL on Piazza.txt, class_3, JUNK, 36.6635550163, -17.1021330775,
email 903 GGP annual competition.txt, class_0, JUNK, -11.959911892, -16.017733518,
email 1017 playawsutils This commit removes all Signers except for the
 version 4 signer which is improved 2.txt, class_0, JUNK, 0.64813622519, -4.01938996502,
email 2490 Twitter Sentiment Analysis 2 todos assigned to you.txt, class_4, JUNK, 22.3333487822, -32.6144932626,
email 219 Atlantic City  Poconos  St Maarten  AllInclusive Caribbean 
 Portugal.txt, class_5, JUNK, 21.3734739165, 29.5573383894,
email 1894 Activity Digest since 1200AM for COMS W4705 on Piazza.txt, class_3, JUNK, 39.7191869729, 16.9446599313,
email 1592 sarita chaudhary just joined Want to connect.txt, class_9, JUNK, -10.6927172132, -7.28122903107,
email 1674 New announcement from hackCooper 700 Tech Talk moved to NOW in
 Rose.txt, class_0, JUNK, -18.9262337652, -22.1362692848,
email 636 Mr Kumar your latest issue of The
 Club magazine is online now.txt, class_1, JUNK, -4.00664661887, 16.8796300063,
email 2252 5 discussions on LinkedIn.txt, class_7, JUNK, 13.9596987204, -28.3554683209,
email 2773 IRMA institute orientation  GDPI orientation session.txt, class_1, JUNK, -13.238597084, -34.2315771309,
email 1853 See Kevins connections experience and more.txt, class_9, JUNK, -11.47488871, -24.4585662989,
email 3061 Midterm 1 Review Time.txt, class_0, JUNK, 32.3738294962, 28.6723662843,
email 1797 Lekha Kumar is inviting you to join her video call.txt, class_6, JUNK, -29.3015518048, -25.7540199314,
email 1876 7 discussions on LinkedIn.txt, class_7, JUNK, -1.53221969026, -45.9842162807,
email 828 Hot This Week Starbucks  More.txt, class_5, JUNK, 9.17400790041, 31.7220213596,
email 437 Anjishnu Kumar Amazon Warehouse Deals.txt, class_1, JUNK, -8.59502094221, 27.6141553731,
email 2934 Activity Digest since 121PM for CS 61A on Piazza.txt, class_3, JUNK, 40.6035543237, -11.0495652074,
email 2687 Master Degrees Application Deadline Feb 3rd  Ranked 57 in the world by the FT 2013.txt, class_1, JUNK, -2.82621836315, 18.0987753771,
email 2598 Check Out the Latest Technology at the Library.txt, class_0, JUNK, 2.91551145339, 17.7861147996,
email 2521 Re Twitter Sentiment Analysis Verify classified Tweets EURUSD 
 Group 1  200 Tweets.txt, class_4, JUNK, 24.644465735, -34.8894761915,
email 1325 New announcement from Spring 2014 HackNY Student Hackathon Power
 Snacks.txt, class_7, JUNK, -18.1728940069, -22.7225217347,
email 884 Tips for hiring older workers.txt, class_7, JUNK, 0.881717324253, -24.2485439853,
email 3013 Activity Digest since 859PM for CS 61A on Piazza.txt, class_3, JUNK, 38.9663319495, -18.0982299982,
email 1329 New announcement from Spring 2014 HackNY Student Hackathon Reminder
 Nap Rooms.txt, class_7, JUNK, -18.1664644029, -22.7322130517,
email 2834 Activity Digest since 957AM for CS 61BL on Piazza.txt, class_3, JUNK, 41.1838659075, 3.58322859399,
email 2655 Free month of LinkedIn Premium.txt, class_2, JUNK, 8.90974005745, 20.9416806457,
email 1864 Happy Thanksgiving from the NYU Polytechnic School of Engineering.txt, class_2, JUNK, -34.325398762, 14.993901657,
email 2751 IMT Admissions 2013.txt, class_1, JUNK, -13.3425967457, -33.6151723075,
email 341 Amitabh Kumar is inviting you to join his video call.txt, class_6, JUNK, -38.2535603824, -27.5397329158,
email 1889 Gul Panag Faking News and 6 others have Tweets for you.txt, class_9, JUNK, -20.4859795265, -11.3238100534,
email 2494 Re Twitter Sentiment Analysis Lets discuss how to assign
 sentiment to tweets.txt, class_4, JUNK, 28.1440084032, -41.6554230353,
email 1614 37 discussions and 3 comments on LinkedIn.txt, class_7, JUNK, 1.68165182511, -46.6944848099,
email 1029 UTF8QSparkWorkshopC2A0onC2A0TerralyInc3F
 UTF8QwithC2A0SethHarlemE2809915C2A0cofounder
 UTF8QCEOTerralyIncC2A0E280A8MoMobarak
 UTF8QC2A0cofounderCTOTerralyInc.txt, class_8, JUNK, -48.836427664, 4.0092746383,
email 1593 Dubai  Malibu CA  Costa Rica  Caribbean Cruise  Upstate New
 York.txt, class_5, JUNK, 20.0064549608, 27.4027137134,
email 1623 Re Should we run our own superbowl campaign Please respond asap.txt, class_9, JUNK, -1.35826119474, -4.44014149105,
email 709 Local Manufacturers get duty relief realistic timelines set for
 GST By Vivek Mishra Leader Indirect Tax PwC India.txt, class_7, JUNK, -0.0177152546384, -24.9976213229,
email 1573 Great news PwC ranked among the 100 best organisations to work
 for.txt, class_7, JUNK, -0.671303228633, -38.8958222048,
email 854 utf8BVGFibGVhdSA4LjIg4oCTIE5vdyBBdmFpbGFibGUgZm9yIE1hYyBhbmQgUEM.txt, class_2, JUNK, 15.7192559655, 9.02642402605,
email 1559 Celebrate spring with March Madness apps   the return of Veronica
 Mars and the Muppets.txt, class_0, JUNK, 5.55340284591, -10.9279950046,
email 2990 Bomb threat warning issued at 92512 121 PM.txt, class_9, JUNK, -5.32196781799, 3.70994996505,
email 939 BucketbotTabs Ancestors Tab.txt, class_0, JUNK, -1.28297026543, 12.1217583864,
email 1011 Type soundness and race freedom for Mezzo.txt, class_9, JUNK, -20.8261273656, -9.06285279064,
email 1108 Hot This Week.txt, class_5, JUNK, 9.0669600296, 30.2376931112,
email 449 See Rheas connections experience and more.txt, class_1, JUNK, -25.7041726999, 31.731055895,
email 104 Instr Note this weeks reader report.txt, class_0, JUNK, 32.5713113203, 28.300498887,
email 1387 Welcome Case Western Reserve University.txt, class_1, JUNK, -9.45336735579, 22.9934506953,
email 2765 Amazing Value 50 OFF Today Only.txt, class_9, JUNK, -6.73936256333, 16.2933051602,
email 2883 Activity Digest since 343PM for CS 61A on Piazza.txt, class_3, JUNK, 44.4855300226, 2.05071290426,
email 2523 Re Twitter Sentiment Analysis Manually Classify Tweets NFLX 
 Group 4  200 Tweets.txt, class_4, JUNK, 20.1647902717, -36.4118721461,
email 1670 Activity Digest since 1036PM for DEVFEST 2014 on Piazza.txt, class_3, JUNK, 40.2760924609, 11.467341582,
email 2166 Lekha Kumar is inviting you to join her video call.txt, class_6, JUNK, -31.2474835172, -26.5589924464,
email 475 ATM Transaction Record.txt, class_9, JUNK, -28.17829104, 6.90307200223,
email 3015 Activity Digest since 124AM for CS 61A on Piazza.txt, class_3, JUNK, 40.5855307073, -11.2383907141,
email 2284 Hari Prasads new title and other updates from your network.txt, class_9, JUNK, -10.9004999052, -8.82786869538,
email 2452 Re Twitter Sentiment Analysis A number of tweets for particular
 stock can be considered as its twitter volume May be it make.txt, class_4, JUNK, 25.6865704578, -40.0985546808,
email 1022 Lekha Kumar is inviting you to join her video call.txt, class_6, JUNK, -30.4282545285, -24.9019225076,
email 917 See Sharadas connections experience and more.txt, class_1, JUNK, -25.2296347345, 31.9968008994,
email 2546 Free month of LinkedIn Premium.txt, class_2, JUNK, 8.90974006193, 20.9416784077,
email 2247 2 discussions on LinkedIn.txt, class_7, JUNK, 13.2899043958, -27.3624205804,
email 885 Mr Kumar fly with us and collect
 a double Avios bonus.txt, class_1, JUNK, -4.79477329547, 17.5684240364,
email 1371 Anjishnu Kumar find your friends on Twitter.txt, class_9, JUNK, -27.7797850628, -7.36138809148,
email 478 The Five Best Times to Ask for a Raise.txt, class_8, JUNK, -44.0764325331, 1.33347774446,
email 1492 Building Mobile Experiences 21w789x Week 6 Now Posted Location and
 Networking.txt, class_9, JUNK, -1.35699187504, -7.80861936737,
email 976 Dominican Republic  Honduras  Vail CO  Jamaica  Williamsburg
 VA.txt, class_5, JUNK, 19.1661736156, 29.1328169435,
email 1291 Say happy birthday to Rahul Deshmukh.txt, class_1, JUNK, -26.1804489656, 23.395055433,
email 746 ATM Transaction Record.txt, class_9, JUNK, -28.179436974, 6.90256063152,
email 1860 7 discussions on LinkedIn.txt, class_7, JUNK, 0.886205303887, -41.2197728674,
email 1242 PwC India Alumni Newsletter Vol IV.txt, class_7, JUNK, 2.81792907106, -28.6210789282,
email 2110 Top news for Anjishnu 5 SEO Strategies for Getting Found Online.txt, class_1, JUNK, -15.780056259, 24.9626184276,
email 1155 Lekha Kumar is inviting you to join her video call.txt, class_6, JUNK, -29.5606932762, -25.6850222656,
email 2168 Fwd COMSW470500120133 3rd Recitation Wednesday.txt, class_2, JUNK, -4.91248517885, -14.0250148633,
email 734 Limited time only get more free rides.txt, class_2, JUNK, 9.73658029546, 5.46061522015,
email 21 Only 3 of Indian firms really ready for growth Strategy study.txt, class_8, JUNK, -46.6612362705, -1.19664742661,
email 866 What is the demographic shape of things in 30 cities around the
 world and how might things be in 2025.txt, class_0, JUNK, 5.57112557554, -18.0244569709,
email 343 New announcement BITS2BSCHOOL.txt, class_9, JUNK, -2.67457485508, -15.6526478906,
email 1734 Jeff Darmanins invitation is waiting for your response.txt, class_1, JUNK, -15.9404892195, 16.338618007,
email 550 Anjishnu Kumar complete your Twitter profile today.txt, class_9, JUNK, -11.7714011626, -2.40611492425,
email 2553 Oracle.txt, class_9, JUNK, -14.2739875775, -10.0435170378,
email 1766 6 discussions on LinkedIn.txt, class_7, JUNK, 1.23156974608, -41.732546721,
email 2470 Re Twitter Sentiment Analysis Verify classified Tweets GOOG 
 Group 4  200 Tweets.txt, class_4, JUNK, 21.8317254625, -37.3992512602,
email 3098 Iterator like on Midterm.txt, class_0, JUNK, 14.6301688622, -5.70528077074,
email 208 Your Amazoncom order of Operating Systems.txt, class_1, JUNK, -9.03593250486, 24.8947431887,
email 252 Activity Digest since 619PM for COMS W4118 on Piazza.txt, class_3, JUNK, 4.35857816583, 50.6242330194,
email 3026 Activity Digest since 214PM for CS 61A on Piazza.txt, class_3, JUNK, 38.7429140734, -11.056926278,
email 1563 UTF8QE2999BBestofGrouponE2999B.txt, class_5, JUNK, 15.9844073634, 21.5713788105,
email 1890 See Devikas connections experience and more.txt, class_9, JUNK, -8.33373904413, -22.9601111859,
email 2828 Activity Digest since 803PM for CS 61BL on Piazza.txt, class_3, JUNK, 40.625725154, -1.80925613229,
email 2259 Career Coaching Land a Coop or Internship.txt, class_1, JUNK, 1.42525143351, 18.6748720138,
email 2590 Career Coaching Get Ready for the Next Phase.txt, class_2, JUNK, 3.18339234187, 18.2661249927,
email 1530 FASB Looks into Simplifying Goodwill Standards for Public Companies.txt, class_7, JUNK, -0.880891802744, -24.0987235684,
email 1858 Citi wants your email account safe.txt, class_9, JUNK, -26.5579125147, 10.6064429939,
email 2426 Re Twitter Sentiment Analysis Manually Classify Tweets GLD 
 Group 4  200 Tweets.txt, class_4, JUNK, 20.139898423, -36.5244275291,
email 2714 utf8QWeek20520of20CS188x3A20Artificial20Intelligence20is20now20live21.txt, class_9, JUNK, 12.5447408381, 4.09033804366,
email 492 New content on Columbia University in the City of New York.txt, class_7, JUNK, 8.53143170489, -25.4989500459,
email 2473 Re Twitter Sentiment Analysis EURUSD classification.txt, class_4, JUNK, 27.012970436, -42.9215939188,
email 1340 Tap Your Phone Get Stuff Including Funding  TechCrunch.txt, class_1, JUNK, -14.7628193397, 21.0602791579,
email 2244 Sujata Roy Sharma added you on Google.txt, class_9, JUNK, -4.97925134059, 6.29441345098,
email 516 Obama authorizes airstrikes in Iraq Iselle makes landfall toddler
 squeezes through White House fence.txt, class_9, JUNK, -18.8944947351, -4.7273549402,
email 1039 Resume Review Service httpwwwresumehelp411com.txt, class_1, JUNK, 7.59528855413, -25.8168622308,
email 1290 Trending now  Bosses beware  Fired Employees note to Boss.txt, class_0, JUNK, 0.703724979431, -19.9722751037,
email 1109 UTF8QLastMinuteGiftsforDadE28093JawboneBoschmore.txt, class_5, JUNK, 12.9993974781, 21.3105420555,
email 1715 UTF8QTwoDaysOnlyE28094Save10.txt, class_2, JUNK, 8.6725130039, 7.84154791095,
email 624 New Deals Launched Dell Rayban Dyson  More.txt, class_5, JUNK, -5.99308062952, 32.2106337956,
email 972 utf8Q2020off20on20KFC.txt, class_2, JUNK, 17.3423749786, 13.5489707993,
email 1487 Dear Anjishnu Kumar have you planned for your long Holi weekend.txt, class_9, JUNK, -5.48898758788, -1.52983781461,
email 1735 In 2014 I want.txt, class_7, JUNK, 12.8645116464, -23.5255729502,
email 548 Top Health  Beauty Deals From Your Favorite Brands.txt, class_5, JUNK, -7.35574868499, 32.9228558664,
email 2466 Re Twitter Sentiment Analysis Verify classified Tweets HLF 
 Group 3  200 Tweets.txt, class_4, JUNK, 24.5755092579, -36.0057910653,
email 511 utf8Q5020off20on20KFC20Fiery20Grilled28Valid20on20all20Online20Orders29.txt, class_2, JUNK, 25.1650836424, 5.23180515753,
email 1725 Top News for Anjishnu The Benefits of Quality Content and Genuine
 Social Engagement.txt, class_1, JUNK, -15.7769518698, 21.0904531553,
email 710 UTF8QShopFaveBrandNamesE28093BowflexSonyNespressoMore.txt, class_5, JUNK, 12.9694904012, 21.3482038865,
email 1293 RIP the server Its time to breathe the air of cloud connection.txt, class_1, JUNK, -15.0532529596, 20.5583229889,
email 1859 See Kinshuks connections experience and more.txt, class_9, JUNK, -9.72118510849, -24.0814769753,
email 408 utf8QKFC20Survey2D20Rate20the20latest20KFC20TVCs.txt, class_2, JUNK, 13.2393646241, 8.28979242938,
email 886 utf8QLast20Chance20to20Register3A20Webinar20Information20Communications20and20Technology2028ICT2920in20Canada.txt, class_2, JUNK, 14.6185238712, 13.3987015153,
email 494 Receipt from Momogoose MIT.txt, class_9, JUNK, -24.7219965744, 8.08193813164,
email 1787 UTF8QFinalDayE2809410OffaGroupon.txt, class_2, JUNK, 9.33710475196, 6.49335013865,
email 736 utf8Q5020off20on20KFC20Fiery20Grilled28Valid20on20all20Online20Orders29.txt, class_2, JUNK, 25.1652807287, 5.23180626563,
email 3046 Instr Note The Autograder is now out.txt, class_0, JUNK, 17.8585373396, -12.4732665123,
email 2428 Twitter Sentiment Analysis Manual classification Quality and
 Agreement Verification.txt, class_8, JUNK, -53.4339063087, -1.99959733746,
email 1333 Course Conclusion.txt, class_0, JUNK, -12.3336005637, -15.817571494,
email 2239 Activity Digest since 649PM for COMS W4705 on Piazza.txt, class_3, JUNK, 4.28561533395, 50.3022499353,
email 470 Announcement from BITS2BSCHOOL  1000 members.txt, class_7, JUNK, 3.48648821, -25.2603677249,
email 928 New content on Columbia University in the City of New York.txt, class_7, JUNK, 6.42105125628, -22.241758619,
email 3078 UTF8QWhattestsdoweneedforC2A0IntSequenceTestC2A0.txt, class_0, JUNK, 14.8981036377, -5.74800932129,
email 2322 Anjishnu Wishpickercom Phone Warrior and ixigocom are looking
 for candidates like you.txt, class_9, JUNK, -14.9471649, 11.2071237874,
email 138 Re playawsutils Handle temporary AWS credentials 6.txt, class_9, JUNK, -18.0199010197, 0.0445242368253,
email 2297 Week Eight Congestion Control in the Transport Layer.txt, class_2, JUNK, -41.1430873113, -13.3096688571,
email 3101 Activity Digest since 605PM for CS 61A on Piazza.txt, class_3, JUNK, 35.9050639319, -12.5788317208,
email 1461 cloudfront tut.txt, class_9, JUNK, -15.496363834, 8.28623173864,
email 1410 27 discussions and 10 comments on LinkedIn.txt, class_7, JUNK, 1.67573659915, -46.5533687965,
email 484 Congratulate Paras Batra YanYing Chen and 2 others.txt, class_1, JUNK, -23.471754082, 22.3466377738,
email 761 Cohousing has arrived in NYC.txt, class_7, JUNK, 7.44999435934, -25.3543953966,
email 203 utf8BUGljcw.txt, class_2, JUNK, 18.9481200659, 7.29716901446,
email 3023 Activity Digest since 302AM for CS 61A on Piazza.txt, class_3, JUNK, 38.8130908337, -14.2043659652,
email 113 Activity Digest since 1109PM for COMS W4118 on Piazza.txt, class_3, JUNK, 2.45413774955, 51.668930083,
email 368 Activity Digest since 342PM for COMS W4118 on Piazza.txt, class_3, JUNK, 5.83335036798, 51.4845459958,
email 682 Budget 2014 what are your expectations.txt, class_7, JUNK, -0.569621114551, -21.4498559826,
email 467 EMAILONLY Deals from 9820.txt, class_2, JUNK, -39.0844723051, 18.8602495801,
email 1018 Re playawsutils This commit removes all Signers except for the
 version 4 signer which is improved 2.txt, class_9, JUNK, -18.2966236745, 0.0215018219851,
email 2154 New announcement from Fall 2013 hackNY Student Hackathon   Lost IPad.txt, class_7, JUNK, -18.2728223014, -22.5499451554,
email 1424 UTF8QSeeMarC3ADaMagdalenasconnectionsexperienceandmore.txt, class_9, JUNK, -8.72665003973, -24.4994848196,
email 2917 Activity Digest since 237PM for CS 61BL on Piazza.txt, class_3, JUNK, 45.0473844889, 3.31490116339,
email 2372 Re Twitter Sentiment Analysis Classification of Tweets Opinions.txt, class_4, JUNK, 25.8143573274, -43.1378760811,
email 1179 Re playawsutils Cannot set AwsCredential 1.txt, class_0, JUNK, 1.80578501806, -3.13658794602,
email 2727 CMAT September 2012 Analysis.txt, class_1, JUNK, -13.8853865382, -32.640401012,
email 2664 6 people you might know on Google.txt, class_9, JUNK, -17.6463409303, 7.85562764798,
email 602 Download Unity 46 beta with new UI tools.txt, class_0, JUNK, 1.95100436593, 14.5324304457,
email 3077 finalstrategytest taking more than the few seconds.txt, class_0, JUNK, 16.3155827269, -8.35980882205,
email 554 AUGUST SAVINGS Get up to 50 Off.txt, class_2, JUNK, -38.3635350071, 18.8789716169,
email 675 Finger Lakes NY  The Poconos  Fire Island NY  Atlantic City 
 4Star NYC Hotel.txt, class_5, JUNK, 23.8083352134, 29.1886892053,
email 2634 Goutham Harshas new title and other updates from your network.txt, class_9, JUNK, -10.902398154, -8.83385479593,
email 2728 Reminder MEng Information Session Tonight 6pm in 240 Bechtel UC
 Berkeley.txt, class_0, JUNK, 1.21522745463, -8.65813792825,
email 2137 Activity Digest since 544PM for COMS W4705 on Piazza.txt, class_3, JUNK, 5.84320045762, 51.8187590669,
email 2902 Activity Digest since 947AM for CS 61A on Piazza.txt, class_3, JUNK, 35.8425594088, -15.7857669241,
email 2848 Activity Digest since 603PM for CS 61A on Piazza.txt, class_3, JUNK, 42.9262183007, 2.4860837174,
email 1928 Top News for Anjishnu Top 10 Predictions for Technology in 2014.txt, class_1, JUNK, -15.7807870772, 21.2108304601,
email 348 Say happy birthday to Urvesh Patel and more happening with your
 network.txt, class_1, JUNK, -26.0190659457, 20.6432629506,
email 1441 67 Off Custom Shutterfly Photo Book Apple iPad with Retina
 Display ASUS VivoTab RT 32GB  More.txt, class_5, JUNK, 24.6556805879, 16.1271042413,
email 1241 Mukul Trehan posted Yves Morieux As work gets more complex 6
 rules to simplify TED  httpontedcompqga.txt, class_7, JUNK, -3.46988749376, -19.8791944917,
email 502 utf8BUmU6IGdpdCBkYXRh.txt, class_2, JUNK, 15.7733858172, 9.04657109686,
email 185 Activity Digest since 1144AM for COMS W4118 on Piazza.txt, class_3, JUNK, 2.49985245491, 51.7784494128,
email 292 In the Public Eye  Mapping  Aug 2014.txt, class_2, JUNK, 17.1808927878, 0.0315160380128,
email 2612 See Brijeshs connections experience and more.txt, class_9, JUNK, -10.8453304615, -24.3565646474,
email 111 New announcement Goldman Consortium and Ivy League Networking
 New Ivy League Alumni FB Groups IvyExec Youll Never Get a Second
 Interview if You Cant Do This Announcement from Ivy League Jobs and
 Recruiting.txt, class_7, JUNK, 4.04529082074, -15.2547212476,
email 2388 Re Twitter Sentiment Analysis Manually Classify Tweets CLF 
 Group 2  200 Tweets.txt, class_4, JUNK, 26.5031919814, -29.863116333,
email 1554 a war.txt, class_9, JUNK, -25.0431058537, -2.66775732378,
email 2198 The Poconos  Ireland  Myrtle Beach SC  Niagara Region NY 
 Green Mountains VT.txt, class_5, JUNK, 19.9160207083, 28.6312658421,
email 3034 Instr Note The Autograder is now out.txt, class_0, JUNK, 14.704291283, -11.2485150745,
email 1111 Faking News retweeted a link from Idiot 420 on Twitter.txt, class_9, JUNK, -23.9053225764, -11.4324638384,
email 1545 Elastic Load Balancing Adds Support For Connection Draining.txt, class_9, JUNK, -1.44547416152, -0.349554345377,
email 1203 Anjishnu Kumar find your friends on Twitter.txt, class_9, JUNK, -27.7811095782, -7.36165976905,
email 2489 Twitter Sentiment Analysis Verify classified Tweets NLFX  Group
 3  200 Tweets is now due on Monday June 10.txt, class_4, JUNK, 23.9190032504, -38.4510633378,
email 670 Anjishnu Nuance Communications Inc Analog Devices and FILD are
 looking for candidates like you.txt, class_1, JUNK, -18.6161529489, 14.535264133,
email 947 Re.txt, class_9, JUNK, -9.85790355287, 4.36418659463,
email 2978 Ready for the Fall Term.txt, class_9, JUNK, -3.53467600632, -2.53078388455,
email 1927 Hello Anjishnu Pay with PayPal and your
 eligible purchases are protected.txt, class_9, JUNK, -21.2707516933, 7.13647862477,
email 1366 Reminder Why I chose Biotech over Med School  Sejal Sheth VP
 Pro  Fri Apr 11 2014 4pm  5pm anjishnukrgmailcom.txt, class_9, JUNK, -2.69861748839, -11.7695987296,
email 1286 Pune Tribunal  Installation charges paid to nonresidents not
