Name,Category,Type,XAxis,YAxis,
Paid Notice: Deaths   PARKER  BEATRICE D..txt, class_3, JUNK, -2.17336641554, -3.85844161374,
Paid Notice: Deaths  FEELY  ODETTE.txt, class_0, JUNK, -0.825706287209, -9.97059620929,
Paid Notice: Deaths   MEIMAN  BELLE.txt, class_5, JUNK, -3.55561713521, -5.83082361673,
Paid Notice: Deaths  KLEINBERG  FRANK S..txt, class_0, JUNK, 0.430824776696, -12.5520326522,
Paid Notice: Deaths  ZWERLEIN  DURAND D. ''RANDY''.txt, class_0, JUNK, -1.65802985348, -9.82064449751,
Paid Notice: Deaths  HEFFER  ZELDA RUBINSTEIN.txt, class_3, JUNK, -2.48292778606, -3.00446672209,
CABARET GUIDE.txt, class_7, JUNK, -0.772482450646, 0.519531812733,
Cavorting in a Three-Ring Cosmos Where Newton's Laws Share Top Billing.txt, class_6, JUNK, 2.98544813118, 5.16164862853,
Paid Notice: Deaths  COULOUCOUNDIS  ANTHONY.txt, class_5, JUNK, -3.62689301026, -8.88628946847,
Paid Notice: Deaths  LIEBLER  DR. WILLIAM A..txt, class_7, JUNK, 1.34145663043, 0.0793557176103,
Paid Notice: Deaths  FINCH  MARGARET RIKER.txt, class_2, JUNK, -3.78890330563, -11.0228745183,
For the Love Of the Arts.txt, class_1, JUNK, -0.781712059828, 9.25924811522,
Negotiating the Darkness  Fortified by Poets' Strength.txt, class_1, JUNK, 3.05155069165, 9.45430347874,
Paid Notice: Deaths  RASKIN  LEONARD.txt, class_3, JUNK, 0.159240374358, -4.12732150346,
Bert Steinhauser  73  Art Director for Ad Agency.txt, class_6, JUNK, 2.03192767756, 6.09935218795,
Paid Notice: Deaths  KIRKWOOD  ROBERT THOMAS.txt, class_0, JUNK, -0.490079017461, -10.7332939037,
Paid Notice: Deaths  VIDAIR  THEODORE.txt, class_2, JUNK, -2.90895708135, -11.1582180879,
International Ideas for Domestic Wizardry.txt, class_6, JUNK, -0.826230642979, 6.931769682,
Paid Notice: Deaths  BROOK  KURT DAVID.txt, class_5, JUNK, -2.65977481005, -9.56664189407,
Paid Notice: Deaths  ZOLNA  DR. MARTIN (MIKE).txt, class_5, JUNK, -2.50168178339, -7.92623411857,
Paid Notice: Deaths  WITTNER  MIRIAM.txt, class_5, JUNK, -3.74551792549, -7.91340051609,
Saluting Flexibility  if Not the Flag  at Spoleto.txt, class_6, JUNK, 2.5584511803, 7.64724012008,
Paid Notice: Deaths  SULLIVAN  MSGR. DANIEL.txt, class_4, JUNK, -1.57620732225, -14.102760314,
Paid Notice: Deaths  SPIELMAN  WILLIAM.txt, class_1, JUNK, 4.19198595283, 9.84663680859,
On View at the Top of the Stairs.txt, class_6, JUNK, 0.728333883528, 8.41383617794,
Paid Notice: Deaths  SLOAN  BARBARA G..txt, class_7, JUNK, -1.15065249045, -0.865970852788,
Paid Notice: Deaths  OSTROW  LILLIAN.txt, class_3, JUNK, -2.93577919978, -4.53520591706,
Richard Brown Baker  Collector and Donor of Contemporary Art  Dies at 89.txt, class_6, JUNK, 0.637164324045, 6.82535367821,
BEST SELLERS: June 11  2000.txt, class_7, JUNK, 0.762511325667, 0.757527314492,
Beyond Ireland to a Wider Yet Often Bleak World.txt, class_6, JUNK, 1.98561564406, 8.872788384,
2001's Top Albums.txt, class_6, JUNK, 3.87833546861, 5.61988708784,
Paid Notice: Deaths  GALLAGHER  WILLIAM J..txt, class_2, JUNK, -1.79302421561, -12.028747279,
Momma's Big Persona Hides a Secret Agent.txt, class_1, JUNK, 1.69327557126, 12.6651981183,
Paid Notice: Deaths   JENNEY  ROBERT M..txt, class_6, JUNK, 0.327950110952, 4.235273707,
Paid Notice: Deaths   SPOSATO  ANTHONY J..txt, class_3, JUNK, -3.24818203781, -3.14853085743,
Paid Notice: Deaths  FINKELSTEIN  ANNE.txt, class_3, JUNK, -0.0642343988262, -2.4532867033,
Film in Review; Resilience.txt, class_1, JUNK, 2.10519013986, 11.279685916,
Exhibitions and Tours.txt, class_7, JUNK, -0.813758874645, 0.418548856773,
Paid Notice: Deaths  KOLLER  HENRY F..txt, class_0, JUNK, 0.184098325692, -10.855629329,
Where I Seem to Find the Happiness I Seek.txt, class_1, JUNK, 3.12329978249, 10.8648132757,
The Sound Of Sculpture.txt, class_1, JUNK, 2.6301232898, 12.7518083308,
Steven Shearer.txt, class_6, JUNK, 1.25265094283, 6.49117473764,
Paid Notice: Deaths  VISHNER  ESTHER DOBKIN..txt, class_6, JUNK, 0.387900601896, 4.06340411728,
Paid Notice: Deaths  COHN  ELAINE M..txt, class_7, JUNK, 1.03815958227, -2.71698387048,
Carnegie's Jazz Band: Assessing The Losses.txt, class_1, JUNK, 3.70529127872, 11.7838967693,
On the Web.txt, class_6, JUNK, 3.23608016178, 4.11126868543,
Making The Simple Riveting.txt, class_1, JUNK, 2.55257061238, 9.89393882983,
Paid Notice: Deaths  KREWER  JULIE  ANN.txt, class_3, JUNK, -3.08346088657, -3.48343832786,
How Alice Neel Used Talk In Service to Her Painting.txt, class_6, JUNK, 1.52185537228, 8.73839744545,
A Film's History Continues  as It Began.txt, class_1, JUNK, 1.81713110896, 10.6705958155,
Paid Notice: Deaths  SUMMER  SOL G..txt, class_0, JUNK, -2.09194612015, -1.92021250651,
Paid Notice: Deaths  GOONAN  WINIFRED B..txt, class_2, JUNK, -1.89900006248, -12.3377509908,
You Look Thirsty  Count. Care for a Little Drink?.txt, class_6, JUNK, 1.82707704873, 7.55501110701,
Paid Notice: Deaths  UNGER  ROBERT E..txt, class_5, JUNK, -3.46751525888, -8.9848599391,
A Tender Kiss  A Tough Goodbye.txt, class_1, JUNK, 0.598654725976, 13.0134109089,
Paid Notice: Deaths  DOUBLEDAY  G. CHESTER..txt, class_0, JUNK, 0.427836033714, -8.7759835154,
Paid Notice: Deaths  COHEN  SEYMOUR ''SONNY''.txt, class_5, JUNK, -3.3360792322, -9.892210202,
A Quiet Sigh At the Heart Of Bossa Nova.txt, class_1, JUNK, 1.07598448097, 10.8760414323,
Paid Notice: Deaths  MULVEY  KATHLEEN CANNON.txt, class_3, JUNK, -2.33007397886, -3.916792276,
Paid Notice: Deaths  GREENBERG  RUTH FRANCES.txt, class_7, JUNK, -1.28831046365, -0.765743216065,
Paid Notice: Deaths   GOODMAN  ESTELLE.txt, class_5, JUNK, -1.01856634858, -6.49969229863,
Paid Notice: Deaths  KABAKOW  JOSEPH.txt, class_3, JUNK, -1.02118398228, -2.92751057895,
Paid Notice: Deaths  AFFIAS  IRVING M..txt, class_3, JUNK, -1.59461475592, -5.60774234064,
Paid Notice: Deaths  RHEINFELD  LIBBIE.txt, class_5, JUNK, -4.55050525322, -7.72935577771,
Paid Notice: Memorials  BERNSTEIN  SOL.txt, class_8, JUNK, 3.78508020119, 14.5298309767,
Paid Notice: Deaths  SILVERMAN  DEBORAH HALPERN..txt, class_5, JUNK, -4.46854046407, -8.82991652623,
Softhearted Pirates and One Sappy Guy.txt, class_6, JUNK, 3.0693638131, 7.33307614036,
Paid Notice: Deaths  WYMAN  ELIZABETH MINNERLY ''BETSY..txt, class_0, JUNK, 1.63641034331, -9.92206403204,
Paid Notice: Deaths  SALZMAN  IDA.txt, class_3, JUNK, -0.0329441629909, -4.01409801019,
Paid Notice: Deaths  MILLIN  LAUREN FEINSWOG.txt, class_5, JUNK, -1.21117916322, -6.25121178767,
Trying to Raise the Profile of a Regional Theater.txt, class_1, JUNK, 0.517302872135, 11.3688822917,
Paid Notice: Deaths  BRZOZOWSKI  JAN.txt, class_0, JUNK, 0.597661793575, -9.53548494784,
Paid Notice: Memorials  PREISS  EDMUND.txt, class_9, JUNK, -2.54088664304, -14.8678828372,
Paid Notice: Deaths  SHEK  KENNETH CHEE KEUNG.txt, class_2, JUNK, -1.53081303513, -12.1234369795,
Big Dreams Of Broadway Fulfilled; Youthful Group Who Bet On 'Urinetown'.txt, class_6, JUNK, 2.64069983862, 8.70924973894,
Flying the Flag (and the Capitol) On Your Walls.txt, class_6, JUNK, 2.32647111742, 4.56880881264,
Revealing the Dark Side Of the Doll Coppelia.txt, class_6, JUNK, 2.21580949962, 7.72263542858,
Embracing the Ambiguity Inescapable in a Story.txt, class_1, JUNK, 1.87442474904, 10.172217708,
Paid Notice: Memorials  KLAGSBRUN  DANIEL.txt, class_7, JUNK, -0.317868162295, 1.3349962249,
Paid Notice: Deaths  HYMAN  MORRIS D..txt, class_7, JUNK, 0.373617588228, -1.87164517571,
Paid Notice: Deaths   HANDLEMAN  SALLY.txt, class_7, JUNK, -0.105664834218, -2.47210547093,
Paid Notice: Deaths  BROWN  NATALIE.txt, class_2, JUNK, -2.69290443401, -12.7538004281,
